id,name,neighborhood_overview,host_id,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
5398600,Hotel in Rotterdam · ★4.15 · 10 bedrooms · 14 beds · 10 shared baths,"Our hotel is approximately 10 minutes away from the city centre. The hotel is situated in Historic Delfshaven with plenty of restaurants and pubs. Museums, concert halls (Doelen, Ahoy) and the Van Nelle factory are also nearby.",27986148,2/19/2015,hotel Baan. info@hotelbaan.nl,a few days or more,40%,58%,f,9,t,t,Nieuwe Westen,Room in hotel,Private room,16,10 shared baths,14,[],$113.00 ,2,1125,20,4.15,4.3,4.15,4.65,4.55,4.4,4.1,f,0.19
5502133,Townhouse in Rotterdam · ★4.64 · 2 bedrooms · 3 beds · 1 bath,"Nature and water. You'll see a lot of sports practiced here: running, biking, rowing, horse back riding. The people living here are a mix of young families and older friendly people.",10403266,12/3/2013,"Together with my two boys, I live in one of the most beautiful parts of Rotterdam, at the river the Rotte. It always feels like holiday at home, surrounded by nature, and only 15 minutes (by bike!) from the citycentre.

We all love to travel, and meet new people. And next to traveling, photography is my passion and (lucky me!) profession. 
To combine both of these beautiful things in life makes me a real lucky and happy women! 

Before we bought this house we went traveling for 15 months all over the world, so we know that to really get to know a place, you have to meet and stay with the locals.
That is why we think AirBnB is a perfect medium, both as a guest ánd as a host!
",N/A,N/A,100%,f,2,t,t,Terbregge,Entire townhouse,Entire home/apt,4,1 bath,3,[],$175.00 ,3,31,28,4.64,4.61,4.22,4.82,4.86,4.75,4.3,f,0.26
5557758,Condo in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,"Kralingen, cozy, relaxed and safe. Close to Oudedijk street where you can find several cafes, restaurants  bars, and a great park.",4978203,2/5/2013,Working in Finance. I like traveling and meeting up with friends for dinner parties and social events. I really enjoy musicals and movies.,N/A,N/A,100%,f,1,t,t,Kralingen West,Entire condo,Entire home/apt,2,1 bath,1,[],$135.00 ,4,30,60,4.8,4.88,4.85,4.92,4.98,4.86,4.8,f,0.56
5640686,Rental unit in Rotterdam · ★4.94 · 2 bedrooms · 4 beds · 1 bath,"The Witte de Withstraat is a very lively street in the city center, with cultural institutions, restaurants, galleries, cool shops, and bars. <br />The apartment is right in the middle, across from a former school building, which is now a museum/gallery space for modern art (Tent/Witte de With). <br /><br />The street is on the so-called Art Axis (Kunst-as) between the museums on the Leuvehaven and the Museum Park (Boijmans Van Beuningen, Het Nieuwe Instituut, the Natural History Museum, and the Kunsthal). The park is a short walk from the apartment. Festivals and markets are held here all year round (including the Parade, Open Air Cinema, Swan Market, Museum Night, etc.).<br /><br />New in town? There's no better place from which to discover Rotterdam than from this apartment. A must see.",575281,5/10/2011,"American living in the Netherlands, freelance translator, mommy of 1...",N/A,N/A,N/A,f,1,t,t,Cool,Entire rental unit,Entire home/apt,5,1 bath,4,[],$195.00 ,2,365,187,4.94,4.91,4.91,4.98,4.99,4.93,4.84,f,1.75
5766744,Rental unit in Rotterdam · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,,29918299,3/24/2015,,N/A,N/A,56%,f,1,t,t,Blijdorp,Entire rental unit,Entire home/apt,3,1.5 baths,1,[],$120.00 ,3,30,11,4.82,4.82,4.73,5,5,4.73,4.91,f,0.1
5768576,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,"Location is central and is within a very short walking distance of all main activities. So it’s just five-minute walk to the city center, where you can find a variety of restaurants, business districts, busy shopping areas and pubs. Blijdorp Zoo is 1 km away. And if you need any supplies, groceries store is very near.",29927312,3/24/2015,"About 20 years ago I have moved to Rotterdam, fell in love with this city, and have never left it. For the last 10 years I have been running my small and cozy (3 rooms) Bed & Breakfast. Most of all I love hospitality, old-fashion comfort and to relax. ",within a day,64%,74%,f,6,t,t,Oude Westen,Private room in rental unit,Private room,2,1.5 baths,1,[],$100.00 ,1,1125,15,4.8,4.53,4.53,4.86,4.53,4.93,4.71,f,0.15
5943392,Home in Rotterdam · ★4.80 · 3 bedrooms · 2 beds · 2 baths,A very rustique familiy neighbourhood.,302893992,10/17/2019,"Met mijn onderneming beheer ik meerdere woningen in Rotterdam bestemd voor kort zakelijk/vakantie verhuur.  Wij zijn 24/7 bereikbaar  en willen het verblijf van onze gasten zo aangenaam mogelijk maken. 

Tot snel!",within an hour,100%,79%,t,96,t,t,Zestienhoven,Entire home,Entire home/apt,4,2 baths,2,[],,3,53,5,4.8,4.8,4.2,5,4.8,4.8,4.6,f,0.35
5967526,Condo in Rotterdam · ★4.59 · 1 bedroom · 1 bed · 1.5 shared baths,"Location is central and is within a very short walking distance of all main activities. So it’s just five-minute walk to the city center, where you can find a variety of restaurants, business districts, busy shopping areas and pubs. Blijdorp Zoo is 1 km away. And if you need any supplies, groceries store is very near.",29927312,3/24/2015,"About 20 years ago I have moved to Rotterdam, fell in love with this city, and have never left it. For the last 10 years I have been running my small and cozy (3 rooms) Bed & Breakfast. Most of all I love hospitality, old-fashion comfort and to relax. ",within a day,64%,74%,f,6,t,t,Cs Kwartier,Private room in condo,Private room,2,1.5 shared baths,1,[],$70.00 ,1,1125,78,4.59,4.59,4.61,4.87,4.49,4.88,4.6,f,0.76
5967858,Bed and breakfast in Rotterdam · ★4.66 · 1 bedroom · 2 beds · 1.5 baths,,29927312,3/24/2015,"About 20 years ago I have moved to Rotterdam, fell in love with this city, and have never left it. For the last 10 years I have been running my small and cozy (3 rooms) Bed & Breakfast. Most of all I love hospitality, old-fashion comfort and to relax. ",within a day,64%,74%,f,6,t,t,Cs Kwartier,Private room in bed and breakfast,Private room,2,1.5 baths,2,[],$75.00 ,1,1125,41,4.66,4.68,4.59,4.71,4.51,4.85,4.51,f,0.4
6009466,Condo in Rotterdam · 1 bedroom · 1 bed · 1 bath,"All amenities are within easy reach, such as public transport, arterial roads (A20), catering establishments and the cosy Kleiweg Kwartier with all shops and supermarkets. Water sports club/ marina ''Aegier'' and tennis club ''Lommerrijk'' are a few minutes' walk away. By bike, you can be in the centre of Rotterdam in 10-15 minutes.",29522046,3/17/2015,"Always on the road! Love to discover new countries, cultures and meeting new people. Fluent in the English language, good in Spanish, German and French. ",within a few hours,100%,25%,f,2,t,t,Hillegersberg Zuid,Entire condo,Entire home/apt,2,1 bath,1,[],$130.00 ,5,33,2,4.5,4.5,4.5,4.5,4,5,4.5,f,0.17
6090097,Rental unit in Rotterdam · ★4.70 · 4 bedrooms · 5 beds · 1 bath,"Opposite our house is a public in- and outdoor swimmingpool. In summer you can relax on the grass or play with your children. The Zoo, CS, city centre, main traffic roads and places of entertainment are nearby. Our house is perfect for families with (small) children.",31579292,4/20/2015,"Marc is a pianist and teacher and Sigrid is a clarinetist and teacher. We have 4 children. 3 boys (12, 12, 22) and a girl (15). We like visiting places and meeting people, watching movies. playing chess and reading books. We love swimming and we are lucky to live opposite the swimming pool.",N/A,N/A,100%,f,1,t,t,Bergpolder,Entire rental unit,Entire home/apt,8,1 bath,5,[],$150.00 ,3,42,37,4.7,4.78,4.65,4.84,4.84,4.81,4.57,f,0.36
6104060,Rental unit in Rotterdam · ★4.80 · 4 bedrooms · 2 beds · 2.5 baths,"The house is nearby the SS Rotterdam and Deliplein, a square with good restaurants and bars. You can also walk easily to Hotel New York. <br />In front of the house there is a basketball and soccerfield, a skatepark and a little beach. In 10 minutes you're in the center of Rotterdam by bike or watertaxi.",31670824,4/21/2015,,within a day,100%,100%,f,1,t,t,Katendrecht,Entire rental unit,Entire home/apt,5,2.5 baths,2,[],$300.00 ,2,1125,15,4.8,4.92,4.85,4.77,4.92,4.54,4.69,f,0.14
6311595,Rental unit in Rotterdam · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,,7752728,7/27/2013,,within a day,100%,88%,f,2,t,t,Delfshaven,Entire rental unit,Entire home/apt,4,1.5 baths,2,[],,2,120,48,4.67,4.59,4.47,4.88,4.78,4.71,4.47,f,0.7
6316212,Camper/RV in Hook of Holland · ★4.55 · 2 bedrooms · 2 beds · 1 bath,,21121206,9/9/2014,,within a day,100%,46%,f,1,t,t,Strand en Duin,Camper/RV,Entire home/apt,4,1 bath,2,[],$85.00 ,4,30,20,4.55,4.35,4.35,4.8,4.8,4.55,4.21,f,0.22
6430971,Condo in Rotterdam · ★4.44 · 2 bedrooms · 2 beds · 1.5 baths,,20815514,9/1/2014,,within an hour,100%,64%,f,2,t,t,Kralingen West,Entire condo,Entire home/apt,4,1.5 baths,2,[],$150.00 ,3,8,18,4.44,4.56,4.71,4.59,4.67,4.71,4.33,f,0.18
6509777,Rental unit in Rotterdam · ★4.78 · 2 bedrooms · 2 beds · 1 bath,"The apartment is located right in the heart of the city.<br />The city centre is full of energy: shops, museums, restaurants, clubs, public transport- all is within walking",34033361,5/23/2015,"Enthousiastic Foody and cyclist. Love to travel, preferrably by bicycle through Asia. Culinary entrepreneur at Restaurant aan Huis and the Eat Art Collective.",N/A,N/A,60%,f,1,t,t,Cool,Entire rental unit,Entire home/apt,2,1 bath,2,[],$100.00 ,21,1125,200,4.78,4.75,4.59,4.89,4.92,4.96,4.67,f,2.52
6633646,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,"History<br />In the past, members of the more wealthy middle class took up residence in our neighboring houses. Later, the monumental buildings were mainly used as offices or institutions. In the last 20 years the neighborhood is pleasently inhibited by an artistic and entrepeneurial crowd.<br /><br />The former housemaid sleeping and living quarter in the semi basement was turned into a neat and comfortable appartment in 2011.<br /><br />Bars, resto's and shops are available around the corner.",9440897,10/15/2013,,within an hour,100%,65%,t,1,t,t,Nieuwe Westen,Entire rental unit,Entire home/apt,2,1.5 baths,2,[],$80.00 ,14,92,31,5,4.97,4.87,5,5,4.97,4.9,f,0.8
7365902,Rental unit in Rotterdam · ★4.50 · 2 bedrooms · 2 beds · 1 bath,,38594237,7/15/2015,,N/A,N/A,86%,f,1,t,t,Blijdorp,Entire rental unit,Entire home/apt,4,1 bath,2,[],,3,365,14,4.5,4.43,4.14,4.71,5,4.71,4.29,f,0.71
7390440,Condo in Rotterdam · 2 bedrooms · 1 bed · 1.5 baths,The house is located a 5 minute bike ride or tram ride from the city centre. We also live next to the historical Delfshaven. Shops and public transport are all within 2 min walking distance.,3673357,9/25/2012,"We love travelling and exploring. Our biggest trip so far is spending 15 months in South East Asia and Australia. Most of it in Australia (Darwin) actually since we worked there as well. 
Recently we spent two months in Colombia and totally fell in love with the country. We're busy learning Spanish and eager to practice. 
Airbnb for us is getting to know other travellers and enjoy each others company. We love to listen to your stories and share ours. Off course we can give you great tips on Rotterdam and the surroundings. 
We're very relaxed but tidy people and like our guests to be as well. Please feel at home at our house and have fun while you're here. Welcome!

One very important thing! We have hosted many many people. We don't like it if you're late. Please confirm ETA in advance and let us know well ahead if your plans change. We usually have plans too.",N/A,N/A,75%,f,2,t,t,Tussendijken,Entire condo,Entire home/apt,2,1.5 baths,1,[],,60,90,1,5,5,5,5,5,5,5,f,0.19
7407962,Rental unit in Rotterdam · ★4.55 · 2 bedrooms · 3 beds · 1 bath,"wow the neighborhood!! it's great! <br />it's a neighborhood that has a lot of young beginning couples. quiet and green but very homely. there is a park in front of the apartment and also the lively Vroezenpark (hosts very hip festivals like foodtruck or art and culture). 2 streets from the swimming pool. supermarket with fresh orange juice on the corner. second hand shops, best Italian restaurant of rotterdam! the award winning zoo is walking distance.",38817037,7/18/2015,"hi there!! my name is richard, 36. i'm a young designer and furniture-maker turned tour-guide and world-traveler. my speciality is south america. 
in my free time i like to climb, hang out with friends, travel, read and build stuff. 
",within an hour,100%,100%,f,1,t,t,Blijdorp,Entire rental unit,Entire home/apt,4,1 bath,3,[],$104.00 ,3,1125,191,4.55,4.68,4.38,4.91,4.96,4.74,4.51,f,1.87
7521148,Rental unit in Rotterdam · ★4.76 · 1 bedroom · 1 bed · 1 private bath,"The neighbourhood was developed in the twenties and thirties of the 20th century. The street is very atmospheric with large trees and broad sidewalks, and most of the time enough parking space. On one end of the street there is a free accessable sports ground. On the other side it runs into the Heemraadssingel, a spacious area with a canal and a childrens playgroutd.<br />Two blocks away, the lively Middellandstraat has a multicultural atmosphere and wide range of shops, supermarkets, espressobars and lunchrooms.",39412781,7/24/2015,"A freelance graphic and online designer, living and working In Rotterdam with Hennie and our son. 
I like the cultural offerings of the city, such as the museums, theater and cinema's.
In our holidays we like to combine culture with nature, and love to hike and bike.",within a day,100%,94%,t,2,t,t,Middelland,Private room in rental unit,Private room,2,1 private bath,1,[],$49.00 ,2,1125,321,4.76,4.9,4.8,4.93,4.92,4.8,4.8,f,3.16
7545245,Condo in Rotterdam · ★5.0 · Studio · 1 bed · 1 bath,"Residential area, full of young families, designers, architects, students.  Walking distance from restaurants, cafés, supermarkets, drugstore, fresh fish, a great place with freshly roasted nuts, art galleries, and, on Thursdays and Saturdays, a local open air market.",7623258,7/21/2013,"I am a professional classical musician, originally from Los Angeles.  Have lived in The Netherlands since 2002.  Am a relaxed traveller (I travel frequently for my work) and a courteous guest.",within an hour,100%,85%,t,1,t,t,Tussendijken,Entire condo,Entire home/apt,2,1 bath,1,[],$99.00 ,2,7,61,5,5,5,5,5,4.93,4.9,f,1.28
7610938,Condo in Rotterdam · ★4.96 · 1 bedroom · 2 beds · 1.5 baths,"The apartment is located in a very nice, hip and interesting area of Rotterdam.<br /><br />- The apartment is on the top floor<br />- There are two elevators<br />- You will have a nice view of the skyline of Rotterdam<br />- You will find ""The Markthal"", the ""Cube Houses"", the outside market and the whole city centre literally around the corner or while standing on the balcony / gallery.",15169843,4/26/2015,"Mijn naam is Ditha, 35 jaar en geboren en woonachtig in Rotterdam.
Sinds 2015 ben ik trotse eigenares van dit stadsappartement op de perfecte locatie!
Met mijn partner en baby samen ga ik binnenkort verhuizen naar een buitenwijk van Rotterdam omdat dit mooie stadsappartement gewoonweg te klein is om met z'n 3en in te blijven wonen.
Omdat ik in het verleden jarenlang dit appartement heb verhuurd via o.a. Airbnb, wil ik dat nu opnieuw doen voor een tijdje.
Dit keer is mijn gehele appartement beschikbaar via Airbnb, voorheen woonde ik er zelf ook en tegelijkertijd verhuurde ik een kamer voor 2 personen.

Ik woon, werk en studeer(de) in Rotterdam.
Sinds 2015 werk ik als zelfstandig Recruiter, Relatiemanager en Sollicitatiecoach.
Wat ik erg leuk vind aan mijn werk is het dagelijks schakelen met een diversiteit aan mensen en nationaliteiten op verschillende niveaus.

Naast dat er veel tijd gaat naar mijn lieve baby (dreumes alweer), besteed ik graag tijd aan surfen, mijn familie en vrienden, muziek volleybal, hardlopen en nieuwe plekken ontdekken.
Mijn favoriete muziek is Reggae; ik kan geen dag zonder!

Voor mij is deze plek de ideale plek van wonen; midden in het centrum, alles op loop- en fietsafstand. Ik ervaar hier het ultieme stadsgevoel met nog een beetje groen om mij heen!
Mijn appartement bevindt zich op de topetage waardoor je de hele dag kunt genieten van een mooi uitzicht.
Ik hoop dat mijn gasten zich, net als wij, ultiem thuis voelen op deze plek. Hier doen wij in ieder geval ons uiterste best voor!",within a few hours,100%,67%,f,1,t,t,Stadsdriehoek,Entire condo,Entire home/apt,4,1.5 baths,2,[],$158.00 ,3,730,23,4.96,4.91,4.78,4.91,5,4.96,4.74,f,0.23
